title,author,rating,genres,pages,ratings_count
Twelfth Night,"William Shakespeare, Folger Shakespeare Library, Barbara A. Mowat, William Shakespeare",3.96,"Plays, Fiction, Classics, School, Romance, Literature, Poetry, Read For School, Comedy, Theatre",272,190680
The Goose Girl,"Shannon Hale, Shannon Hale",4.14,"Fantasy, Young Adult, Romance, Fiction, Fairy Tales, Retellings, Middle Grade, Adventure, Childrens, Magic",383,146787
Lady Chatterley’s Lover,"D.H. Lawrence, D.H. Lawrence",3.5,"Fiction, Romance, Classics, Literature, Banned Books, Historical Fiction, Novels, Erotica, Book Club, British Literature",376,133275
Nine Stories,"J.D. Salinger, J.D. Salinger",4.18,"Short Stories, Fiction, Classics, Literature, American, 20th Century, Literary Fiction, The United States Of America, Novels, Book Club",302,152067
I Capture the Castle,"Dodie Smith, Dodie Smith",3.99,"Classics, Fiction, Young Adult, Historical Fiction, Romance, Book Club, Coming Of Age, Historical, British Literature, Audiobook",408,111018
The Bronze Horseman,"Paullina Simons, Paullina Simons",4.29,"Historical Fiction, Romance, Historical, Historical Romance, Fiction, War, Russia, Adult, World War II, Book Club",637,91552
Dead to the World,"Charlaine Harris, Charlaine Harris",4.12,"Fantasy, Vampires, Paranormal, Urban Fantasy, Romance, Fiction, Mystery, Paranormal Romance, Supernatural, Adult",291,264693
Speaker for the Dead,"Orson Scott Card, Orson Scott Card",4.11,"Science Fiction, Fiction, Fantasy, Science Fiction Fantasy, Young Adult, Audiobook, Space, Aliens, Space Opera, Novels",382,265499
The Last Unicorn,"Peter S. Beagle, Patrick Rothfuss, Peter S. Beagle",4.16,"Fantasy, Fiction, Young Adult, Classics, Childrens, Adventure, Science Fiction Fantasy, Magic, Unicorns, High Fantasy",294,118040
You Are Special,"Max Lucado, Max Lucado",4.45,"Picture Books, Childrens, Christian, Fiction, Religion, Inspirational, Christian Fiction, Christianity, Fantasy, Faith",32,53304
Demian,"Hermann Hesse, Thomas Mann, Hermann Hesse",4.14,"Fiction, Philosophy, German Literature, Literature, Novels, Germany, Coming Of Age, 20th Century, Literary Fiction, Psychology",193,126924
The Hours,"Michael Cunningham, Michael Cunningham",3.95,"Fiction, Historical Fiction, Contemporary, Literary Fiction, LGBT, Book Club, Classics, Novels, Queer, Literature",230,145966
The Arabian Nights,"Anonymous, A.S. Byatt, Richard Francis Burton, Anonymous",4.03,"Classics, Fiction, Fantasy, Short Stories, Literature, Mythology, Fairy Tales, Adventure, Classic Literature, Folklore",1049,79993
Cyrano de Bergerac,"Edmond Rostand, Lowell Bair, Eteel Lawson, Edmond Rostand",4.06,"Classics, Plays, Fiction, Drama, France, Romance, Theatre, School, Historical Fiction, Literature",240,88602
Acheron,"Sherrilyn Kenyon, Sherrilyn Kenyon",4.56,"Paranormal Romance, Paranormal, Romance, Fantasy, Vampires, Urban Fantasy, Mythology, Adult, Fiction, Demons",723,61112
Julius Caesar,"William Shakespeare, Harold Bloom, Roma Gill, William Shakespeare",3.71,"Plays, Fiction, Drama, School, Classics, Historical Fiction, Read For School, Literature, High School, Poetry",175,213951
World Without End,"Ken Follett, Ken Follett",4.32,"Historical Fiction, Fiction, Historical, Audiobook, Medieval, British Literature, Fantasy, Novels, Romance, Adult",1237,266300
The Glass Menagerie,"Tennessee Williams, Robert Bray, Tennessee Williams",3.73,"Plays, Classics, Fiction, Drama, School, Theatre, Literature, Read For School, High School, American",104,139468
A Wizard of Earthsea,"Ursula K. Le Guin, Ursula K. Le Guin",4.01,"Fantasy, Fiction, Young Adult, Science Fiction Fantasy, Audiobook, Magic, High Fantasy, Science Fiction, Adventure, Classics",183,343436
The Glass Castle,"Jeannette Walls, Jeannette Walls",4.32,"Nonfiction, Memoir, Book Club, Biography, Biography Memoir, Autobiography, Audiobook, Adult, School, Classics",288,1309785
We Need to Talk About Kevin,"Lionel Shriver, Lionel Shriver",4.08,"Fiction, Book Club, Thriller, Contemporary, Horror, Crime, Drama, Literary Fiction, Psychology, Adult",400,205455
The Holy Bible: King James Version,"Anonymous, Anonymous",4.44,"Classics, Nonfiction, Christian, Religion, Philosophy, Christianity, History, Reference, Spirituality, Theology",1590,305615
The Silver Chair,"C.S. Lewis, Pauline Baynes, C.S. Lewis",3.96,"Fantasy, Fiction, Young Adult, Childrens, Christian, Adventure, Middle Grade, Classics, Christian Fiction, Audiobook",243,318942
Interpreter of Maladies,"Jhumpa Lahiri, Jhumpa Lahiri",4.18,"Short Stories, Fiction, Book Club, Contemporary, Literary Fiction, Literature, Indian Literature, School, Audiobook, Adult",198,201519
P.S. I Love You,"Cecelia Ahern, Cecelia Ahern",4.04,"Romance, Chick Lit, Fiction, Contemporary, Adult, Contemporary Romance, Love, Drama, Ireland, Adult Fiction",501,391735
The Bean Trees,"Barbara Kingsolver, Barbara Kingsolver",4.01,"Fiction, Book Club, Contemporary, Literary Fiction, Classics, Novels, Adult Fiction, Adult, School, Audiobook",232,167077
Wicked Lovely,"Melissa Marr, Melissa Marr",3.7,"Fantasy, Young Adult, Romance, Urban Fantasy, Fae, Fairies, Fiction, Paranormal Romance, Magic, Young Adult Fantasy",328,165529
Guards! Guards!,"Terry Pratchett, Terry Pratchett",4.34,"Fantasy, Fiction, Humor, Comedy, Audiobook, Dragons, Science Fiction Fantasy, Magic, High Fantasy, Novels",376,225823
A Brief History of Time,"Stephen Hawking, Stephen Hawking",4.21,"Science, Nonfiction, Physics, History, Astronomy, Classics, Philosophy, Popular Science, Audiobook, Space",226,461897
The Merchant of Venice,"William Shakespeare, Barbara A. Mowat, Paul Werstine, William Shakespeare",3.78,"Classics, Plays, Fiction, Drama, School, Literature, Theatre, Poetry, Read For School, Classic Literature",249,197746
Prince Caspian,"C.S. Lewis, C.S. Lewis",3.98,"Fantasy, Fiction, Classics, Young Adult, Childrens, Middle Grade, Adventure, Christian, Audiobook, Christian Fiction",240,467969
The Secret,"Rhonda Byrne, Rhonda Byrne",3.74,"Self Help, Nonfiction, Spirituality, Psychology, Personal Development, Philosophy, Inspirational, Audiobook, Business, New Age",199,514535
The Eyre Affair,"Jasper Fforde, Jasper Fforde",3.88,"Fantasy, Fiction, Mystery, Science Fiction, Humor, Books About Books, Time Travel, Book Club, Audiobook, Alternate History",374,135535
All the King's Men,"Robert Penn Warren, Joseph Blotner, Robert Penn Warren",4.09,"Fiction, Classics, Historical Fiction, Politics, Literature, Novels, Book Club, Literary Fiction, American, Southern",439,65391
The Bluest Eye,"Toni Morrison, Toni Morrison",4.13,"Fiction, Classics, Historical Fiction, Banned Books, Race, African American, Book Club, Literary Fiction, Literature, Novels",216,281844
One Day in the Life of Ivan Denisovich,"Aleksandr Solzhenitsyn, Ronald Hingley, H.T. Willetts, Aleksandr Solzhenitsyn",3.98,"Fiction, Classics, Russia, Historical Fiction, Russian Literature, Literature, Novels, Historical, 20th Century, School",182,121073
Gravity’s Rainbow,"Thomas Pynchon, Thomas Pynchon",4.01,"Fiction, Classics, Literature, Science Fiction, Historical Fiction, Novels, American, War, Literary Fiction, Unfinished",776,46481
Lover Eternal,"J.R. Ward, J.R. Ward",4.32,"Romance, Paranormal, Vampires, Paranormal Romance, Fantasy, Urban Fantasy, Adult, Fiction, Supernatural, Audiobook",441,198253
Starship Troopers,"Robert A. Heinlein, Robert A. Heinlein",4.01,"Science Fiction, Fiction, Classics, Military Fiction, War, Science Fiction Fantasy, Audiobook, Space Opera, Fantasy, Space",264,239857
The Queen of the Damned,"Anne Rice, Anne Rice",3.92,"Horror, Fantasy, Vampires, Fiction, Paranormal, Supernatural, Urban Fantasy, Gothic, Adult, Science Fiction Fantasy",448,158518
Poison Study,"Maria V. Snyder, Maria V. Snyder",4.09,"Fantasy, Young Adult, Romance, Magic, Fiction, Young Adult Fantasy, High Fantasy, Paranormal, Fantasy Romance, Adventure",427,172962
Foucault’s Pendulum,"Umberto Eco, William Weaver, Umberto Eco",3.91,"Fiction, Historical Fiction, Mystery, Literature, Classics, Italian Literature, Thriller, Philosophy, Italy, Novels",623,73189
Seabiscuit: An American Legend,"Laura Hillenbrand, Laura Hillenbrand",4.23,"Nonfiction, History, Biography, Sports, Animals, Book Club, Horses, Historical, Audiobook, Biography Memoir",457,166471
Twenty Thousand Leagues Under the Sea,"Jules Verne, Anthony Bonner, Jules Verne",3.89,"Classics, Science Fiction, Fiction, Adventure, Fantasy, France, Audiobook, Literature, Steampunk, Novels",269,268139
The Bourne Identity,"Robert Ludlum, Robert Ludlum",4.05,"Fiction, Thriller, Mystery, Espionage, Suspense, Action, Mystery Thriller, Adventure, Crime, Spy Thriller",566,438222
House of Leaves,"Mark Z. Danielewski, Mark Z. Danielewski",4.09,"Horror, Fiction, Fantasy, Mystery, Thriller, Contemporary, Novels, Adult, Paranormal, Book Club",710,188219
Assassin's Apprentice,"Robin Hobb, Robin Hobb",4.19,"Fantasy, Fiction, High Fantasy, Epic Fantasy, Audiobook, Adult, Magic, Adventure, Science Fiction Fantasy, Young Adult",435,368385
Peace Like a River,"Leif Enger, Leif Enger",4.02,"Fiction, Book Club, Historical Fiction, Literary Fiction, Coming Of Age, Novels, Adult Fiction, Adult, Audiobook, Contemporary",312,98070
The Night Before Christmas,"Clement Clarke Moore, Jan Brett, Clement Clarke Moore",4.4,"Christmas, Childrens, Picture Books, Classics, Poetry, Fiction, Holiday, Fantasy, Short Stories, Kids",32,126127
The Memory Keeper's Daughter,"Kim Edwards, Kim Edwards",3.7,"Fiction, Book Club, Contemporary, Historical Fiction, Adult Fiction, Adult, Drama, Chick Lit, Novels, Family",401,607892
Mythology,"Edith Hamilton, Steele Savage, Edith Hamilton",4.03,"Mythology, Classics, Nonfiction, History, Greek Mythology, Reference, Religion, School, Literature, Short Stories",497,58431
A People’s History of the United States: 1492 - Present,"Howard Zinn, Howard Zinn",4.08,"History, Nonfiction, Politics, American History, Historical, Audiobook, Social Justice, Classics, The United States Of America, American",729,257128
City of Ashes,"Cassandra Clare, Cassandra Clare",4.11,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Fiction, Vampires, Supernatural, Young Adult Fantasy, Magic",453,974911
Oedipus Rex,"Sophocles, J.E. Thomas, Elizabeth Osborne, Sophocles",3.72,"Classics, Plays, Fiction, Drama, School, Mythology, Read For School, Theatre, Literature, High School",75,230164
The History of Love,"Nicole Krauss, Nicole Krauss",3.92,"Fiction, Book Club, Historical Fiction, Romance, Contemporary, Literary Fiction, Novels, Adult Fiction, Adult, Love",255,138751
The Iliad,"Homer, Robert Fagles, Bernard Knox, Homer",3.92,"Classics, Poetry, Fiction, Mythology, Literature, Fantasy, Historical Fiction, Greek Mythology, School, War",614,487585
Native Son,"Richard Wright, Richard Wright",4.04,"Fiction, Classics, Historical Fiction, Race, African American, Literature, Banned Books, Novels, School, American",504,102464
The Talisman,"Stephen King, Peter Straub, Stephen King",4.11,"Horror, Fantasy, Fiction, Thriller, Audiobook, Adventure, Mystery, Supernatural, Paranormal, Science Fiction",656,137021
Oryx and Crake,"Margaret Atwood, Margaret Atwood",4.01,"Fiction, Science Fiction, Dystopia, Post Apocalyptic, Fantasy, Audiobook, Book Club, Speculative Fiction, Canada, Science Fiction Fantasy",389,279792
The Killer Angels,"Michael Shaara, Michael Shaara",4.33,"Historical Fiction, Fiction, Civil War, War, Historical, Military Fiction, Classics, American History, Book Club, American Civil War",345,89739
The Yellow Wallpaper and Other Stories,"Charlotte Perkins Gilman, Charlotte Perkins Gilman",4.08,"Classics, Short Stories, Fiction, Horror, Feminism, Gothic, Mental Health, School, Audiobook, Literature",129,330287
Left Behind,"Tim LaHaye, Jerry B. Jenkins, Tim LaHaye",3.86,"Fiction, Christian, Christian Fiction, Fantasy, Religion, Thriller, Christianity, Science Fiction, Dystopia, Apocalyptic",470,242359
The Fiery Cross,"Diana Gabaldon, Diana Gabaldon",4.26,"Historical Fiction, Romance, Fantasy, Fiction, Time Travel, Historical, Historical Romance, Audiobook, Adult, Adventure",1443,221370
If on a Winter’s Night a Traveler,"Italo Calvino, William Weaver, Italo Calvino",4.02,"Fiction, Classics, Italian Literature, Magical Realism, Literature, Italy, Novels, Literary Fiction, Books About Books, Book Club",260,106721
Gone,"Michael Grant, Michael Grant",3.87,"Young Adult, Dystopia, Fantasy, Science Fiction, Fiction, Paranormal, Romance, Adventure, Teen, Supernatural",560,207512
I Am Legend and Other Stories,"Richard Matheson, Richard Matheson",4.0,"Horror, Fiction, Science Fiction, Vampires, Short Stories, Fantasy, Post Apocalyptic, Classics, Dystopia, Audiobook",317,134630
Watchers,"Dean Koontz, Dean Koontz",4.19,"Horror, Fiction, Thriller, Mystery, Science Fiction, Suspense, Fantasy, Audiobook, Mystery Thriller, Dogs",624,169176
